Gene_acc,Gene_id,log2fc,log10intensity,logFDR,Desc,desc2,ids2
1475,Tb927.11.16610,0.13616216642433776,6.171390791542003,-0.4855357678442126,"zinc-finger of a C2HC-type, putative","Tb927.11.16610:mRNA-p1 | transcript=Tb927.11.16610:mRNA | gene=Tb927.11.16610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=zinc-finger of a C2HC-type, putative | transcript_product=zinc-finger of a C2HC-type, putative | location=Tb927_11_v5.",Tb927.11.16610:mRNA-p1
1476,Tb927.8.3970,0.13603778378565196,5.9542613532189135,-0.645716709053889,"oxidoreductase, putative","Tb927.8.3970:mRNA-p1 | transcript=Tb927.8.3970:mRNA | gene=Tb927.8.3970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=oxidoreductase, putative | transcript_product=oxidoreductase, putative | location=Tb927_08_v5.1:1185733-1187034(-) | protein",Tb927.8.3970:mRNA-p1
1477,Tb927.11.12380,0.135916729096185,5.567785393350375,-0.5040896801914868,"hypothetical protein, conserved","Tb927.11.12380:mRNA-p1 | transcript=Tb927.11.12380:mRNA | gene=Tb927.11.12380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:3304808-",Tb927.11.12380:mRNA-p1
1478,Tb927.11.7200,0.13587628301962254,5.558035353444499,0.0,"GRIP domain containing protein, putative","Tb927.11.7200:mRNA-p1 | transcript=Tb927.11.7200:mRNA | gene=Tb927.11.7200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GRIP domain containing protein, putative | transcript_product=GRIP domain containing protein, putative | location=Tb927_1",Tb927.11.7200:mRNA-p1
1479,Tb927.11.16890,0.13580169537040235,6.685225388135749,-0.7581684787319755,Tetratricopeptide-like helical domain containing protein,Tb927.11.16890:mRNA-p1 | transcript=Tb927.11.16890:mRNA | gene=Tb927.11.16890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Tetratricopeptide-like helical domain containing protein | transcript_product=Tetratricopeptide-like helical domain co,Tb927.11.16890:mRNA-p1
1480,Tb927.3.4160,0.13571442863974412,5.307512136281764,-0.28405089627338814,"XPC-binding domain/UBA/TS-N domain containing protein, putative","Tb927.3.4160:mRNA-p1 | transcript=Tb927.3.4160:mRNA | gene=Tb927.3.4160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=XPC-binding domain/UBA/TS-N domain containing protein, putative | transcript_product=XPC-binding domain/UBA/TS-N domain cont",Tb927.3.4160:mRNA-p1
1481,Tb927.6.440,0.13559829688365385,5.364752949621644,-0.23186570392479364,haptoglobin-hemoglobin receptor,Tb927.6.440:mRNA-p1 | transcript=Tb927.6.440:mRNA | gene=Tb927.6.440 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=haptoglobin-hemoglobin receptor | transcript_product=haptoglobin-hemoglobin receptor | location=Tb927_06_v5.1:206247-207458(+) ,Tb927.6.440:mRNA-p1
1482,Tb927.11.16210,0.13553490814669278,5.692084938644106,-0.3537116386808099,"cAMP response protein 1, putative","Tb927.11.16210:mRNA-p1 | transcript=Tb927.11.16210:mRNA | gene=Tb927.11.16210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cAMP response protein 1, putative | transcript_product=cAMP response protein 1, putative | location=Tb927_11_v5.1:4290",Tb927.11.16210:mRNA-p1
1483,Tb927.8.7720,0.13553025725778076,6.478274199384874,-0.5021842026803532,"hypothetical protein, conserved","Tb927.8.7720:mRNA-p1 | transcript=Tb927.8.7720:mRNA | gene=Tb927.8.7720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:2222999-222367",Tb927.8.7720:mRNA-p1
1484,Tb927.6.3330,0.13549082723246259,4.970387900268149,-0.3857828449247285,"hypothetical protein, conserved","Tb927.6.3330:mRNA-p1 | transcript=Tb927.6.3330:mRNA | gene=Tb927.6.3330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:980257-981150(",Tb927.6.3330:mRNA-p1
1485,Tb927.5.2270,0.13526720004448523,6.274549842726382,-0.5556076326592501,Component of motile flagella 44,Tb927.5.2270:mRNA-p1 | transcript=Tb927.5.2270:mRNA | gene=Tb927.5.2270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Component of motile flagella 44 | transcript_product=Component of motile flagella 44 | location=Tb927_05_v5.1:762850-764286(,Tb927.5.2270:mRNA-p1
1486,Tb927.1.5030,0.13516368671866136,6.212887590094963,-0.6833413376062236,"leucine-rich repeat protein (LRRP), putative","Tb927.1.5030:mRNA-p1 | transcript=Tb927.1.5030:mRNA | gene=Tb927.1.5030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=leucine-rich repeat protein (LRRP), putative | transcript_product=leucine-rich repeat protein (LRRP), putative | location=Tb",Tb927.1.5030:mRNA-p1
1487,Tb927.11.1410,0.1351282034163128,5.708448498460133,-0.635229837042736,"class I transcription factor A, subunit 3","Tb927.11.1410:mRNA-p1 | transcript=Tb927.11.1410:mRNA | gene=Tb927.11.1410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=class I transcription factor A, subunit 3 | transcript_product=class I transcription factor A, subunit 3 | location=Tb927",Tb927.11.1410:mRNA-p1
1488,Tb927.9.12280,0.13508386249027327,4.873650949675933,-0.37912617950770006,"hypothetical protein, conserved","Tb927.9.12280:mRNA-p1 | transcript=Tb927.9.12280:mRNA | gene=Tb927.9.12280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_09_v5.1:1909424-190",Tb927.9.12280:mRNA-p1
1489,Tb927.8.1210,0.1347214718367897,6.574268122942513,-0.5263419048823328,"hypothetical protein, conserved","Tb927.8.1210:mRNA-p1 | transcript=Tb927.8.1210:mRNA | gene=Tb927.8.1210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:385805-387865(",Tb927.8.1210:mRNA-p1
1490,Tb927.11.5300,0.13464847020765874,6.509906325786503,-0.6931987972422293,"Kinesin-13 3, putative","Tb927.11.5300:mRNA-p1 | transcript=Tb927.11.5300:mRNA | gene=Tb927.11.5300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Kinesin-13 3, putative | transcript_product=Kinesin-13 3, putative | location=Tb927_11_v5.1:1510715-1512415(+) | protein_",Tb927.11.5300:mRNA-p1
1491,Tb927.2.2370,0.134415552616019,5.711490102707603,-0.6229585830743563,"Vps51/Vps67, putative","Tb927.2.2370:mRNA-p1 | transcript=Tb927.2.2370:mRNA | gene=Tb927.2.2370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Vps51/Vps67, putative | transcript_product=Vps51/Vps67, putative | location=Tb927_02_v5.1:460801-465000(-) | protein_length=",Tb927.2.2370:mRNA-p1
1492,Tb927.11.11860,0.13423864123558382,6.084875982323498,-0.6762431109991955,"leucine-rich repeat protein (LRRP), putative","Tb927.11.11860:mRNA-p1 | transcript=Tb927.11.11860:mRNA | gene=Tb927.11.11860 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=leucine-rich repeat protein (LRRP), putative | transcript_product=leucine-rich repeat protein (LRRP), putative | locat",Tb927.11.11860:mRNA-p1
1493,Tb927.11.7470,0.13420326643147285,6.3682245050918675,-0.43635806074998335,"hypothetical protein, conserved","Tb927.11.7470:mRNA-p1 | transcript=Tb927.11.7470:mRNA | gene=Tb927.11.7470 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2120179-212",Tb927.11.7470:mRNA-p1
1494,Tb927.3.2410,0.13409978772452266,4.449469534262306,0.0,Peroxisome biogenesis factor 10,Tb927.3.2410:mRNA-p1 | transcript=Tb927.3.2410:mRNA | gene=Tb927.3.2410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Peroxisome biogenesis factor 10 | transcript_product=Peroxisome biogenesis factor 10 | location=Tb927_03_v5.1:608797-609693(,Tb927.3.2410:mRNA-p1
1495,Tb927.9.3770,0.1340870037706982,6.3927064138511,-0.24441762182772314,"hypothetical protein, conserved","Tb927.9.3770:mRNA-p1 | transcript=Tb927.9.3770:mRNA | gene=Tb927.9.3770 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_09_v5.1:750397-751059(",Tb927.9.3770:mRNA-p1
1496,Tb927.6.3610,0.13393803033793533,6.053563465929752,-0.5987001840404116,"SET domain containing protein, putative","Tb927.6.3610:mRNA-p1 | transcript=Tb927.6.3610:mRNA | gene=Tb927.6.3610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SET domain containing protein, putative | transcript_product=SET domain containing protein, putative | location=Tb927_06_v5.",Tb927.6.3610:mRNA-p1
1497,Tb927.11.12220,0.13388015627258235,6.069705332472178,-0.6130120184027938,catalytic subunit of the vacuolar transporter chaperone 4,Tb927.11.12220:mRNA-p1 | transcript=Tb927.11.12220:mRNA | gene=Tb927.11.12220 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=catalytic subunit of the vacuolar transporter chaperone 4 | transcript_product=catalytic subunit of the vacuolar trans,Tb927.11.12220:mRNA-p1
1498,Tb927.4.4180,0.13380054317391546,4.975035538735039,-0.6972219834695417,SUMO-interacting motif-containing protein,Tb927.4.4180:mRNA-p1 | transcript=Tb927.4.4180:mRNA | gene=Tb927.4.4180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SUMO-interacting motif-containing protein | transcript_product=SUMO-interacting motif-containing protein | location=Tb927_04,Tb927.4.4180:mRNA-p1
1499,Tb927.5.2430,0.1337465290332681,5.049901546587772,-0.1308634951201585,"membrane transporter protein, putative","Tb927.5.2430:mRNA-p1 | transcript=Tb927.5.2430:mRNA | gene=Tb927.5.2430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=membrane transporter protein, putative | transcript_product=membrane transporter protein, putative | location=Tb927_05_v5.1:",Tb927.5.2430:mRNA-p1
1500,Tb927.3.1500,0.133734943306876,5.356579716476107,-0.1035695179581698,"variant surface glycoprotein (VSG)-related, putative","Tb927.3.1500:mRNA-p1 | transcript=Tb927.3.1500:mRNA | gene=Tb927.3.1500 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=variant surface glycoprotein (VSG)-related, putative | transcript_product=variant surface glycoprotein (VSG)-related, putati",Tb927.3.1500:mRNA-p1
1501,Tb927.11.3510,0.13355479329614134,6.511999711230756,-0.6852671926320069,"hypothetical protein, conserved","Tb927.11.3510:mRNA-p1 | transcript=Tb927.11.3510:mRNA | gene=Tb927.11.3510 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1039134-104",Tb927.11.3510:mRNA-p1
1502,Tb927.11.6970,0.1333230312277488,5.444968067628138,-0.15496418840278614,NADH-cytochrome b5 reductase-like protein,Tb927.11.6970.2:mRNA-p1 | transcript=Tb927.11.6970.2:mRNA | gene=Tb927.11.6970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH-cytochrome b5 reductase-like protein | transcript_product=NADH-cytochrome b5 reductase-like protein | location=T,Tb927.11.6970.2:mRNA-p1;Tb927.11.6970.1:mRNA-p1
1503,Tb927.7.4770,0.13325441135263338,7.509042805995218,-0.6329501041352247,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","Tb927.7.4770:mRNA-p1 | transcript=Tb927.7.4770:mRNA | gene=Tb927.7.4770 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative | transcript_product=cyclophilin-type peptidyl-prolyl cis-tra",Tb927.7.4770:mRNA-p1;Tb11.v5.0160.1-p1
1504,Tb927.3.840,0.13324248907656946,5.755787979195233,-0.639786030559818,"hypothetical protein, conserved","Tb927.3.840:mRNA-p1 | transcript=Tb927.3.840:mRNA | gene=Tb927.3.840 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:195485-196552(-) ",Tb927.3.840:mRNA-p1
1505,Tb927.6.3340,0.13310896246469142,5.915439684312168,-0.3773216993006913,"Domain of unknown function (DUF814), putative","Tb927.6.3340:mRNA-p1 | transcript=Tb927.6.3340:mRNA | gene=Tb927.6.3340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Domain of unknown function (DUF814), putative | transcript_product=Domain of unknown function (DUF814), putative | location=",Tb927.6.3340:mRNA-p1
1506,Tb927.11.10870,0.13306606951552946,5.633592659355276,-0.7454793458411341,32 kDa ER-associated protein,Tb927.11.10870:mRNA-p1 | transcript=Tb927.11.10870:mRNA | gene=Tb927.11.10870 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=32 kDa ER-associated protein | transcript_product=32 kDa ER-associated protein | location=Tb927_11_v5.1:2902553-290328,Tb927.11.10870:mRNA-p1
1507,Tb927.11.3930,0.13302433259520838,5.636696811935596,-0.5744825392098176,"hypothetical protein, conserved","Tb927.11.3930:mRNA-p1 | transcript=Tb927.11.3930:mRNA | gene=Tb927.11.3930 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1152616-115",Tb927.11.3930:mRNA-p1
1508,Tb927.11.13470,0.1330214004060815,6.038633726772793,-0.34252921959088034,"PPPDE putative peptidase domain containing protein, putative","Tb927.11.13470:mRNA-p1 | transcript=Tb927.11.13470:mRNA | gene=Tb927.11.13470 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=PPPDE putative peptidase domain containing protein, putative | transcript_product=PPPDE putative peptidase domain cont",Tb927.11.13470:mRNA-p1
1509,Tb927.6.4330,0.13299938713049297,5.717905531345467,-0.36005943503827487,telomere-associated protein,Tb927.6.4330:mRNA-p1 | transcript=Tb927.6.4330:mRNA | gene=Tb927.6.4330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=telomere-associated protein | transcript_product=telomere-associated protein | location=Tb927_06_v5.1:1225180-1225722(-) | p,Tb927.6.4330:mRNA-p1
1510,Tb927.8.3560,0.1329142903115143,5.654764515569518,-0.30994412715204217,DNA repair and recombination helicase protein PIF5,Tb927.8.3560:mRNA-p1 | transcript=Tb927.8.3560:mRNA | gene=Tb927.8.3560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA repair and recombination helicase protein PIF5 | transcript_product=DNA repair and recombination helicase protein PIF5 |,Tb927.8.3560:mRNA-p1
1511,Tb927.4.380,0.13288191635973784,6.112390736004466,-0.4200058281672331,"WD domain, G-beta repeat, putative","Tb927.4.380:mRNA-p1 | transcript=Tb927.4.380:mRNA | gene=Tb927.4.380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=WD domain, G-beta repeat, putative | transcript_product=WD domain, G-beta repeat, putative | location=Tb927_04_v5.1:112862-1138",Tb927.4.380:mRNA-p1
1512,Tb927.9.3440,0.13263721618033242,6.270503659784276,-0.3603917706514214,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative","Tb927.9.3440:mRNA-p1 | transcript=Tb927.9.3440:mRNA | gene=Tb927.9.3440 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cyclophilin type peptidyl-prolyl cis-trans isomerase, putative | transcript_product=cyclophilin type peptidyl-prolyl cis-tra",Tb927.9.3440:mRNA-p1
1513,Tb927.8.5940,0.13263721386774405,6.23690772766252,-0.8104643737981977,"hypothetical protein, conserved","Tb927.8.5940:mRNA-p1 | transcript=Tb927.8.5940:mRNA | gene=Tb927.8.5940 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:1742429-174384",Tb927.8.5940:mRNA-p1
1514,Tb927.8.2550,0.13263572622602327,5.949286781164781,-0.36089898803828674,mitochondrial DNA primase,Tb927.8.2550:mRNA-p1 | transcript=Tb927.8.2550:mRNA | gene=Tb927.8.2550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial DNA primase | transcript_product=mitochondrial DNA primase | location=Tb927_08_v5.1:751686-753575(+) | protein,Tb927.8.2550:mRNA-p1
1515,Tb927.2.2200,0.13249546613918037,4.91050969604621,-0.44622151772739976,"hypothetical protein, conserved","Tb927.2.2200:mRNA-p1 | transcript=Tb927.2.2200:mRNA | gene=Tb927.2.2200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_02_v5.1:419666-420238(",Tb927.2.2200:mRNA-p1
1516,Tb927.6.4680,0.1323845002739262,4.9402974135599464,-0.12244161472994194,"hypothetical protein, conserved","Tb927.6.4680:mRNA-p1 | transcript=Tb927.6.4680:mRNA | gene=Tb927.6.4680 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:1305230-130608",Tb927.6.4680:mRNA-p1
1517,Tb927.6.2660,0.13227169485219578,6.865346876855027,-0.023867054161934315,"hypothetical protein, conserved","Tb927.6.2660:mRNA-p1 | transcript=Tb927.6.2660:mRNA | gene=Tb927.6.2660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_06_v5.1:800724-804050(",Tb927.6.2660:mRNA-p1
1518,Tb927.5.1880,0.13222557321602174,6.439557279385765,-0.08488144206729314,"inhibitor of serine peptidase (ISP), putative","Tb927.5.1880:mRNA-p1 | transcript=Tb927.5.1880:mRNA | gene=Tb927.5.1880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=inhibitor of serine peptidase (ISP), putative | transcript_product=inhibitor of serine peptidase (ISP), putative | location=",Tb927.5.1880:mRNA-p1
1519,Tb927.11.15350,0.13221689197494482,5.775595113350608,-0.48062218666100764,"RNA-binding protein, putative","Tb927.11.15350:mRNA-p1 | transcript=Tb927.11.15350:mRNA | gene=Tb927.11.15350 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_11_v5.1:4070209-4071",Tb927.11.15350:mRNA-p1
1520,Tb11.v5.0546,0.13219630094518733,4.537284253135261,-0.17117675014213005,"receptor-type adenylate cyclase GRESAG 4, putative","Tb11.v5.0546.1-p1 | transcript=Tb11.v5.0546.1 | gene=Tb11.v5.0546 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=receptor-type adenylate cyclase GRESAG 4, putative | transcript_product=receptor-type adenylate cyclase GRESAG 4, putative | locat",Tb11.v5.0546.1-p1;Tb927.6.190:mRNA-p1
1521,Tb927.11.530,0.13213304330244516,5.989873504388583,-0.09848358786791135,"RNA-binding protein, putative","Tb927.11.530:mRNA-p1 | transcript=Tb927.11.530:mRNA | gene=Tb927.11.530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_11_v5.1:133925-134527(-) |",Tb927.11.530:mRNA-p1
1522,Tb927.11.7520,0.13203436986855935,5.65274262307954,-0.5629400041808553,"hypothetical protein, conserved","Tb927.11.7520:mRNA-p1 | transcript=Tb927.11.7520:mRNA | gene=Tb927.11.7520 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2129059-213",Tb927.11.7520:mRNA-p1
